Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,,,,,,,,,
2,641.906092190636,179.72289108429575,550.9301136305301,210.69168323906993,,,,,
3,,,562.5540073040269,214.23460250195592,,,525.6985220686499,135.7130170058791,
4,,,575.1746269222583,217.5692858188675,,,535.4096715666152,138.55543739684387,
5,,,,,,,545.7887962214011,140.66881900849924,
6,689.7191163364248,180.54828131505997,601.2935902907792,221.84109211505515,,,556.5633577659135,142.41659524850715,
7,702.6607380654435,179.6568561947293,614.2411868954985,223.0626324803663,,,567.2776199377455,143.44555797816926,
8,715.2752712716941,178.57018921628097,627.2670403154424,223.60472195407687,694.7050560832344,80.7155343824372,577.9990514676957,144.22489408937705,
9,727.5389690006482,176.84835425614082,639.9390948672533,223.43938828463519,704.2376225283526,78.53543323039473,588.4646155804223,144.35519430297782,
10,739.4418587021855,174.9217396885878,651.9749534826498,222.58025055324015,713.6815887204674,76.78322431877713,598.1793070664463,143.92758867802462,
11,750.6575861268616,172.9046839707385,663.3378200578653,221.23403024734134,722.262514259443,74.67130573188017,607.4893526489507,143.2514992693996,
12,760.9614082952072,170.6105611899701,673.6221899932012,219.67209456282657,,,615.9290544960213,142.7146102472065,
13,770.1952391756039,168.200103640192,683.2263063230582,217.97096758355863,737.1442947574089,70.96686280042282,623.4344770183822,142.0222583129908,
14,778.0831875700931,166.00783700861058,691.2650348098932,216.34754332107602,742.9816591754856,69.4357380124578,629.8474052774974,141.657990269456,
15,784.2328148251191,163.79245462450697,698.2192209578648,214.96295061814473,747.4932390775359,67.4677220521881,635.3207161256914,141.0415923200252,
16,788.8628291911559,162.30608341502113,703.4089132680386,214.06992606585462,750.7337664985191,66.29606228788148,639.4240491122084,140.7115701099097,
17,791.798217522198,161.2675261922612,707.0816217110056,213.75713525288558,753.0718084889353,65.3919717745353,642.3961809151663,140.8739813959655,
18,792.9041404521204,160.73675126747375,709.3178100526527,213.85491802303636,754.0292006929858,65.38312922816492,644.1521378784413,141.26240997225452,
19,793.0010934136785,160.83616135197224,710.0490149493755,214.66179715934982,754.2354535226301,65.56216159797427,644.6969910089522,141.90721439169502,
20,792.5420654836719,161.8617880768518,709.2827043950879,215.85596657781946,753.8087531632841,66.4592946473943,643.977199319833,142.9642165906521,
21,790.8418211161734,163.23506160376,707.2079436428241,217.2891340487996,752.5136721855943,67.61591603166544,642.2737698956341,144.28002946987328,
22,788.0892063345133,165.0884713291162,,,750.4507323299083,69.55487447191808,639.308768483775,146.0046005914669,
23,784.7608111422782,167.84178229124643,699.0473512330697,222.3992336415838,747.9303828015795,71.96620310927577,635.3036982744201,148.1478891057125,
24,780.22348611921,171.27262756447595,693.2993066930362,225.81201983064764,744.6754481561958,74.97610733128495,630.4316147966957,150.77767793325555,
25,775.3618400335687,175.5392080795548,686.3940600127107,229.43355129461415,740.8979041670319,78.8410405858045,624.4332582914054,153.8180693467383,
26,769.5614462690614,180.53833479394868,678.7212480909809,233.37975348962738,736.6270053464287,83.0657144285089,617.9207693589592,156.91662289950133,
27,762.7350958320442,186.19611427674886,670.1566344287836,237.69961103800244,731.6242241661179,88.33591328395825,610.5193314807779,160.16958642655152,
28,755.2794387255085,192.37890190554978,660.6829812665118,242.63788763510306,725.9495376688778,93.61918883177778,602.7339707469565,163.69911876286355,
