Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,592.4243867799033,222.63492829849804,506.8261095315074,241.01666227708813,,,491.33613304583776,161.11615227859,
2,592.280833987198,222.6991034827407,506.9009455496912,240.99598875117894,608.5892729912704,136.3231202742981,490.9175086491588,161.13687050552113,
3,592.4218179166719,222.4684037255325,506.74139448708354,240.78160151960168,608.2692263945531,135.97307693496805,490.08558212864534,160.9887970153198,
4,592.5222582892081,221.84449923432948,506.4456271983684,240.53504987915915,608.04492701623,135.4292768197565,489.1208818953298,160.76344297471977,
5,592.7322697250387,221.02515822289033,505.84929723872716,240.42292583351528,,,487.8754799326507,160.5644374296517,
6,592.6392119592426,220.0583647048184,505.52474625648864,240.24302911027723,606.2897429533466,134.03740460704742,486.6388148787096,160.58230924607838,
7,,,505.02096693591886,239.92252768698827,604.7201910615681,133.32643205542004,485.7697634981542,160.33297863800536,
8,591.5308161741676,218.31301620690797,504.4638726702684,239.9796768100827,602.8700654520264,132.69841016906472,484.7569949188673,160.4212872081064,
9,,,504.048489124258,239.74008668287104,602.0008788971797,132.23365470543803,483.8884521314989,160.24462107714282,
10,591.1824262770773,217.2245153846577,503.6159170784244,239.70447600334282,602.204935558883,131.89874285055595,483.1609318412242,160.51428609933862,
11,,,502.60801036133796,239.9684665831638,604.577822293701,131.60714058897875,481.23435394577274,161.41877375702524,
12,595.4540123339135,216.62512542764145,500.99651633956495,240.21182749142486,,,478.4831295382954,161.82185467347455,
13,598.2757937078175,217.10936489596943,499.7583954687097,240.48984398394134,,,,,
14,601.6160309393399,218.0715375264369,500.2893473361374,240.80781028146112,619.5258987842894,132.580643811185,474.38589613979184,162.00526068688043,
15,605.743367970112,220.40308487156494,,,,,,,
16,610.548840115143,224.45313100685337,,,632.468773186816,138.4076026978895,476.3667149487255,164.6873965856389,
17,616.908480035205,230.28137243864836,,,639.6475659291717,143.5750651647225,480.5196403922476,168.3112548747235,
18,625.1703489808219,237.55340556541944,,,647.4688552853321,150.25387937414172,,,
19,,,,,,,493.5449896569177,181.64626544357748,
20,646.2395073368077,254.70810567247244,,,665.4340658863816,165.5195507905328,502.3605172998635,191.61464867841136,
21,,,,,,,511.8195514405918,203.1294733585648,
22,,,,,686.8682075812966,182.81903574278508,521.5280015356338,215.24065547219237,
23,,,,,,,531.1502880066793,227.26249944892356,
24,,,,,,,540.7477003507696,238.89708779289853,
25,,,,,,,549.7033268442899,249.55648920960897,
26,,,,,,,558.9685298308399,258.8261710482145,
27,,,,,,,568.0302486424293,267.432869301206,
28,,,,,,,576.6921532836598,275.6795298486401,
29,,,,,,,585.7747267145307,283.27861470082445,
30,,,,,,,594.806389340513,290.7322699028375,
31,,,,,,,603.7974544996663,297.6336316472676,
32,,,,,,,612.7182036267797,304.30476391737915,
33,,,,,,,621.0272245837587,311.21595853667145,
34,,,,,,,629.2278906480399,318.5522393797834,
35,,,,,791.8196660027417,272.6718547155789,636.8412547748853,325.6322737636263,
36,,,,,795.4576634926141,275.97068022253967,644.3524917425578,332.2250352829386,
37,,,,,,,651.2340264945981,338.5197004345409,
38,,,,,,,658.5183710371624,344.44427545027906,
39,,,,,801.7620495529733,288.07885404324117,664.5246259288728,350.23251739977945,
40,,,,,803.5790852323871,292.08225951886794,670.6643801170744,355.54980479756676,
41,,,,,,,676.9301203856478,360.44172846088986,
42,,,,,806.2205895945891,300.9028780620748,682.3156198563863,365.3488887907191,
43,830.0360640826148,407.05628922750657,,,807.0800045595001,305.5326139145088,687.8072966471666,369.6566367558381,
44,830.620499370614,412.12741622762854,,,807.4203826294219,310.65365883042773,693.7547930557892,373.65476350912945,
45,830.7798597271634,417.77906582972594,,,807.034695670884,316.2297926558864,698.8573704092263,378.05222166789105,
46,830.3212456162465,423.8264068959769,,,806.8031293499206,321.7679097623739,703.3608607207332,382.61199165519474,
47,830.0122495878678,429.9657057134869,,,806.1085510190321,327.1579769726857,708.7523214931712,386.6972467638213,
48,829.5788143141248,435.6705410568411,749.7765261605147,486.9975062173642,806.1982934973528,332.50480796532406,713.0999476501743,391.06037899576967,
49,827.6184589175127,441.7667130377689,754.7769257332766,490.8318544176851,805.293587351127,337.53341186054683,716.9577158938932,395.00015547297244,
50,825.5908309209773,448.3078062165976,760.1308754183522,494.96921893581174,804.2288821108439,343.4314624672944,720.8013724192848,399.11252373460326,
51,824.1475318578844,454.01613734784877,762.5973746642504,498.75663158005824,802.5481555427774,348.9608083381483,723.5887344031852,403.33744056767375,
52,821.8340915607836,460.16779570945863,764.1371754604373,502.5480559761873,801.1527586006438,354.127581517186,725.5345372390912,407.33485824976776,
53,818.7754145804067,465.89411885793123,762.5586702444501,506.3398977047123,799.4656495644684,359.4526072681042,726.0837101750082,411.0598812045864,
54,816.7314146709066,470.9329955260841,763.8978694562754,508.62038150888,797.7055158638348,364.96860756693667,725.3518101029672,413.3715874145891,
55,817.3164217123525,474.4705181684737,765.9422301725556,512.643052889797,796.673331679253,369.3472907864565,726.2914829825652,416.637837052158,
56,819.2751425157614,476.47025560316183,766.4643359490426,517.4368818002968,797.7565411637178,372.2102908447826,726.7933052878856,420.5343167254897,
57,821.8013224095596,478.6567172054789,767.2882345526989,520.1654774643097,799.6945864146371,373.5650453810112,727.1472011215029,423.105891152265,
58,824.5560338144395,481.27053723780796,768.4623951178438,521.6930662328188,801.3863019068176,375.29343996746525,727.5419053910562,424.75486673336235,
59,826.2612162064521,484.0096116514354,768.9494599355954,523.2442692801166,802.5752350266685,377.44617698312726,727.3768676163136,426.40895891290404,
60,826.8997204543894,486.3488723517417,769.5888955222714,524.6151221891985,802.5423519710731,379.3654177955664,727.5182427710088,427.75531679081854,
61,826.0632315484437,488.56183515439795,770.5204802790457,525.4612680434032,802.0776443889441,381.1677221804924,727.8264048503673,428.9503228476078,
62,825.7725538612581,490.46062848714377,771.323211692903,526.3634283965218,801.3828965655733,382.489857908699,727.9336671948527,429.8771564948142,
63,826.0177387230134,491.5664618144167,771.5281206102501,527.5136123351398,801.3481541846072,383.4287395552319,727.9350940226595,431.0421588773127,
64,826.8350233608903,492.2138119249775,771.8043483879848,528.1312558339944,801.20654277639,384.22155699879755,727.8150614874817,431.6214641053969,
65,827.2585968411809,492.96728032438375,771.9175470401337,528.4969355227694,801.2691450834321,384.8729093465991,727.782164581495,432.0978288398635,
66,827.0013562448646,493.168805019161,771.9317506693544,528.3379509383567,801.0430861536513,385.25527658650094,727.4037836768455,432.00877671929436,
67,826.7287731015386,493.470790005899,771.6242645937845,528.4180607540328,800.5233919183239,385.65072443216775,727.05576336998,432.34861612335715,
68,826.6333315263522,493.6495254579778,771.3042968402169,528.2258677976914,800.375401207562,385.92372247896157,726.6770360290843,432.68438823131766,
69,826.2063705686339,493.82699931455863,771.515286955136,526.8793000645119,799.9053156826272,386.00569600968174,726.2412611445499,432.3792598229917,
70,825.1263337252859,493.7650296952152,772.5511273618181,525.4701485065724,799.0792994181271,386.1810267159015,726.212983649111,431.8673861657898,
71,822.4142242268692,494.08305086680656,773.4697488881004,524.4977650350872,797.2299483449575,386.3282512903553,726.2805403712142,431.5654669251335,
72,819.4832513256829,494.51677027199923,773.871568637295,524.0233762577313,,,726.4167008955027,431.3363649814073,
73,817.565457364954,494.9269981855017,774.1994249113718,523.9919699675411,793.7799174747848,387.0596870638969,726.3940684173139,431.08187624302394,
74,816.5397144947763,495.52532298171224,774.7499237868207,523.6883612557451,792.8581871562973,387.4460536115774,726.8050818909476,430.7609984527281,
