Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,593.5914617217009,249.71022795190646,500.99277266314135,247.01712145522916,611.3809982924606,161.77601490797372,,,
2,593.0786636677594,249.19552687935956,500.5803940053728,246.69327712986035,611.2497922169118,161.4385713910509,,,
3,593.307915302408,248.99374171596546,500.79751947951456,245.9033240049693,610.9273526750782,161.0997058432891,,,
4,,,501.2970883369363,245.10912340437287,610.4867542070806,160.9585105046421,,,
5,592.6750908584337,248.62045584058663,501.61761163335467,244.66646440235826,609.5611437044777,160.9483864020256,494.8700653643931,167.25186836077998,
6,592.0354704027402,248.517418126403,501.9311880586052,244.4701744305996,608.4395215924249,160.74409375923213,,,
7,591.3983922123757,248.62805545849486,502.1385796121485,244.44951615523468,607.5957431518185,160.92366126395493,495.47320833993496,166.609029150525,
8,590.7067637871684,248.75337747702466,502.3037741123312,244.28321893395375,606.7065174432421,160.99367282872126,495.72930024930724,166.37203460324432,
9,589.8131807496799,249.11388395732004,502.1561806396963,244.17623927689752,605.9225445181952,160.92965749692837,495.2975176282328,166.28929615665191,
10,589.2389653413605,248.84222108428926,501.590617750807,243.51213424872344,605.2807139118934,160.91835378694006,,,
11,588.6681489027018,248.25766345232617,500.2610767230273,242.01266840166917,605.3504966596329,160.62681358907815,492.12759741103184,165.34757738740075,
12,589.4246943315121,247.53679340053023,497.64923538395425,239.81723453893116,606.6532862216393,160.2018506559717,488.24540078966754,164.61080914758108,
13,590.1442606237665,246.12828280343768,493.85587609837455,237.33552849270944,608.385480851271,159.63476944529776,,,
14,590.9231739040487,244.62003131039165,,,610.4318288979041,159.0149232572613,477.29771801334925,161.27053878109896,
15,592.2114179551672,242.88899853364154,,,613.9799115758299,158.8620026274092,471.2955747919184,159.7268931931255,
16,594.1750712362024,241.8070260466979,,,618.014952788507,158.5173177263417,,,
17,,,,,621.9993442006305,158.42211157561553,461.32802639855635,159.11044370055825,
18,601.3150327746549,241.5048871273168,,,626.1524343787675,158.74125635786766,,,
19,604.9262033273988,241.51920381650334,,,628.8346564997252,159.28936899247302,454.4779763449243,163.6668704706127,
20,,,,,630.8600122330885,161.2990236115847,451.70599284100194,168.85537508822648,
21,609.8546341489401,245.9584959276823,,,631.9225539716697,164.19674257920428,448.91647052203064,175.7685685950469,
22,,,,,632.2870876807291,167.8019979625825,446.1421935322073,183.80710510342146,
23,,,,,632.2461472981522,172.8469568460108,443.7131016115412,192.86242683629658,
24,,,,,,,441.8537284081067,202.59436806111805,
25,,,,,634.3744134864027,186.30155506623095,440.56841646020087,212.67718237282511,
26,,,,,633.8607660274328,194.65648482265425,439.4884525209086,223.00297635748825,
27,,,,,632.8005654699421,204.16618015908134,438.0669052983929,232.92033882250408,
28,,,,,,,435.5908834386611,241.6363225033669,
29,,,,,632.0626832076553,225.51271676640786,432.27367918589135,248.4574287105227,
30,,,,,,,429.8333932457919,253.1551467503712,
31,,,,,,,428.60337768060526,256.7105652771131,
32,,,,,629.2694039012051,261.53336888023875,427.81452560698204,260.08775631288233,
33,,,,,627.9968546894153,273.28767643416796,427.2533437785374,264.2217017650091,
34,,,,,626.6007412812909,284.13998326419085,427.2682690108854,269.4525792588796,
35,,,,,623.9868294948459,293.448711788673,427.2825522284215,276.2844726231363,
36,,,,,620.3881731184462,300.8581063617893,427.9013239373458,284.2262295003684,
37,,,,,616.6392542687275,307.11059437978423,428.7064165300624,293.48461318599107,
38,586.3535966683339,417.1478838540289,,,613.2655748619188,313.09483560102234,429.2062882381212,303.5412202993849,
39,582.2619704816907,424.43637715305795,,,610.912145430475,319.15977515495706,430.1287590493905,313.9767488329014,
40,578.3208510619787,431.57167333781433,,,608.1345034544669,325.32598553559217,430.91566444756734,323.60002967757106,
41,574.4630440564608,438.6938437621158,,,605.0845812307266,331.70578975936377,,,
42,571.2844295572755,445.7471012547209,,,602.6753711876729,338.4111586164697,434.32860775912826,338.86201739015365,
43,568.8550837191295,453.5237901991955,,,599.5891945007288,345.7480959080604,436.1172873088142,345.0734115907895,
44,566.8110052825505,461.856603115288,,,596.1242167005539,353.8339488433404,438.5578579262338,350.88716735647944,
45,565.5739738595125,471.7136868663903,,,592.9087334800643,362.6914378160391,440.4906840776696,356.5230299554076,
46,565.5402872847853,482.72861983657475,,,590.8738680342457,371.8375738500149,443.0113980248658,362.96984734080974,
47,566.3486467041474,492.95920773209383,,,588.4467364474282,380.30242035113685,444.85920738204965,370.0709722904343,
48,567.5090113898033,501.88377413880033,,,586.0520005003465,388.13257454927617,445.71404111413347,377.34137170712347,
49,568.402758029521,510.0841052379747,,,585.1626499025879,396.0517129840223,447.6114001646675,384.716217236613,
50,570.0383878280816,516.5888480863845,,,584.9839751185918,403.6674388956883,449.2170651376332,391.67240964331506,
51,571.5869829837857,520.5839794064765,,,583.4240642182627,409.7664847863935,451.10608131320197,399.1720337941408,
52,573.6045980449281,523.1821792086618,,,582.2831336460795,414.1185534918453,452.7887333754586,406.37764123951035,
53,575.5864641116723,525.1407272219517,,,585.5894288950138,418.35738415262904,453.5377545933333,413.7142591675083,
54,576.0902556765267,527.6210596697034,,,588.2230824283067,421.6358849469751,453.6941164066405,420.63931920437074,
55,572.1941415384745,529.3839804698302,,,588.8338171917982,423.07829267759115,,,
56,569.6081874418459,530.1348682532739,467.40107483177496,534.1041268846001,588.1988674976376,423.4560315027684,455.97147636758535,431.95582610044744,
57,568.1560617758139,531.9891192981886,470.4860351855767,537.9462978592771,587.4015116356079,424.7381319663053,457.3475004340964,435.66982429033146,
58,567.1897856778527,533.747857210651,474.9110908242089,541.3833834324772,586.8825066837924,426.8455436649254,459.40665304352166,438.84970837788325,
59,565.6007165608631,535.5158393224666,481.12434053771756,544.4608589909685,586.5585674711768,428.54619982459974,462.5955216387719,441.6039682691735,
60,563.028876319783,537.5514759016786,486.5947426093094,548.0419585739421,585.3171041890107,429.9842295208201,465.9190310935734,443.80828752023154,
