Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,581.5325773860504,208.39948926777996,493.35524915705145,221.9173761685298,,,,,
2,581.1686119083298,208.34512558814188,492.9758400771003,221.95740236717438,,,,,
3,580.849302304806,208.45814431455088,492.7763143049053,222.07177859511154,,,,,
4,580.8220724151477,208.35136602741983,492.35022403047,222.10186765157988,,,,,
5,580.6096726674349,208.24786785772426,492.0684539864555,222.1078221338,,,,,
6,580.3702591606612,208.20606430277942,491.83174391733417,222.2022479067902,587.9016894485886,122.45321551861747,,,
7,580.3038009685216,208.13657606199317,,,587.8147130776207,122.31655136638487,472.8344666303446,142.27175242875256,
8,580.1389779040035,207.88203770919807,491.3229279205976,222.19840289735637,587.8018806500804,122.05497519894703,472.38354718507645,142.13572737163435,
9,579.866763516597,207.57400228985642,491.011927959024,222.20966823222668,,,472.01992376651424,142.1533101201969,
10,579.7948784575472,207.5438218087814,490.65014076542326,222.21234352688512,587.2061442744266,121.50975647749475,,,
11,579.230108524215,207.39723137278057,490.3279168436208,222.07942832492094,586.7023733968415,121.49031765354341,471.0488286655729,141.84883105430058,
12,578.80910271564,207.6113807562989,489.84287204540925,221.96092826066655,,,,,
13,578.5958278688657,207.71945717606553,489.5697719291838,222.1617398910773,585.5979711170024,121.77963194545596,469.7790414916725,142.08987245110538,
14,578.3458264018276,207.63669017437678,489.3148365295768,222.17024545945324,,,469.41292707048893,142.06711187580174,
15,578.2369574929082,207.41276165918177,489.1447381794574,222.07535323686977,584.9717150598204,121.52927486716766,468.79367522265153,141.97703659119557,
16,578.2587943983248,207.05202491209633,488.7140868983554,221.97746671338194,585.5942597323601,121.14725224338123,,,
17,577.970067992043,206.5171929387111,487.981344751436,222.22869979616158,586.2627928521165,121.13023626322035,466.8968777052425,142.44712107646407,
18,578.4932800594488,205.2482681745791,487.54677041904154,222.3539075133842,587.5341093047408,119.98094279363441,465.2804144649778,142.8140878409104,
19,579.2446668429552,203.34410309700633,487.03226416020317,221.9766762569167,588.5864900961253,118.22447197442361,463.8755821083132,142.59428180270254,
