Frame,Tag ID,Center X,Center Y
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,0,362.8052253141375,1045.3968228458177
18,None,None,None
19,None,None,None
20,0,380.1658973074637,1034.6856846615406
21,1,378.1747512013784,932.1388510264055
22,0,387.46145061411556,1041.5902141889942
22,1,378.7959291707157,937.4361222759449
23,0,384.8107984145244,1044.5039167501923
24,0,380.7902145755482,1046.1336666053203
25,0,378.89530385242574,1046.8864235331755
26,0,378.86876698695914,1046.261760959283
27,0,380.1570495300488,1045.578064150818
28,0,382.23108689922765,1045.0473617586533
29,0,383.6213590599167,1044.5691957601553
30,0,384.54726756631504,1044.7474762190236
31,0,384.5500056015473,1045.0015072974877
32,0,384.1168005785178,1044.984792207168
33,0,384.41073319516266,1045.2233842824926
34,0,385.2829546893861,1045.8395522586504
35,0,386.01446772328836,1045.8093767740502
36,0,386.6648626166079,1045.5465289608871
37,0,387.50400199829187,1045.657989095662
38,0,388.1567761152181,1045.6987914242202
39,0,388.83741393358883,1045.4893739581587
40,0,389.8431221151654,1045.3704408597976
41,0,390.81615048132954,1045.4007852365446
42,0,391.6697671036426,1045.5386289993378
43,0,392.3540762992562,1045.7286011378435
44,0,392.30559429037856,1046.5138255504753
45,0,391.3973596894813,1047.3621447169892
46,0,389.59496045788893,1048.2767271139267
47,0,386.0312940393858,1049.763338313704
48,0,381.4168874398532,1051.8151483567165
48,1,376.54406421561623,939.7230623261554
49,0,378.6742754223424,1054.3335013560877
49,1,374.4920983479453,940.1218872198434
