Frame,Tag ID,Center X,Center Y
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,None,None,None
44,None,None,None
45,0,988.624954163239,1089.1269552344618
46,0,981.4958939576144,1073.824559150008
47,None,None,None
48,None,None,None
49,None,None,None
50,None,None,None
51,None,None,None
52,1,818.6968279785395,688.9348222172456
53,1,822.0581442009801,687.0469755729233
54,0,988.0917946229829,993.3609900741578
54,1,822.1907029512206,688.246847681807
55,0,992.0222977980085,991.0770356647096
55,1,821.6852551636782,690.7660191390783
56,0,992.2383648109844,991.6597647252257
56,1,820.7322044800543,692.7154466750097
57,0,990.4441566513813,993.0089776366917
57,1,820.0402668003096,694.1561998103613
58,0,988.408835217537,993.8826616643676
58,1,819.6755395415157,696.3085158261096
59,0,986.6592589312216,993.6924646071511
59,1,819.8643705025778,698.5585662514311
60,0,985.3093769181805,992.6360244497356
60,1,819.1519406047714,701.1774116015027
61,0,983.6477892015163,991.2823041587263
61,1,818.8357383401684,703.1187490032336
62,0,980.8739482572146,990.5917085204397
62,1,818.6243835130571,703.8935011744644
63,0,979.1288225701511,990.0140095252925
63,1,818.2869854260324,704.4810459078707
64,0,978.8791054234858,990.9350338266813
64,1,817.9170900120798,705.3202694956442
65,0,979.7157958354959,992.0420265154904
65,1,817.1511759898359,705.2615566565512
66,0,980.5980194008629,994.9413742186115
66,1,817.2247945136681,705.0110268014727
67,0,979.6809787133948,996.6396124447162
67,1,818.6440546443625,705.5007016417284
68,1,820.8408475483582,705.8822871052511
69,1,820.2889651503064,704.4156184240906
70,None,None,None
