Frame,Tag ID,Center X,Center Y
1,0,861.5296963534423,1030.4258383353758
1,1,825.236766395453,898.6622448721059
2,0,861.4871915527782,1030.6924716717729
2,1,825.0410191658116,898.8707220693254
3,0,861.6460560323798,1030.8936790517694
3,1,825.3455541500915,898.869050121781
4,0,862.0261053927046,1031.3193464416618
4,1,825.4595312015445,898.8888011319343
5,0,862.1838256814416,1031.784488497849
5,1,825.9591260686188,898.737903586716
6,0,862.6270498609475,1032.4893456772015
6,1,825.8887128893166,898.4632279008995
7,0,863.4362388513791,1033.1745247378924
7,1,826.0467961519294,898.5277497711802
8,0,864.3990640697328,1033.8777906067774
8,1,826.4374033719395,898.6972409715538
9,0,865.3282846792162,1034.1679482590523
9,1,826.6291685888276,898.8097957173037
10,0,866.1837947075063,1034.1671408364841
10,1,826.850174961891,898.2087316806364
11,0,866.9714989082738,1035.074168774938
11,1,827.1175572431011,896.2380978769206
12,0,867.1954787923771,1037.5045248211673
12,1,827.6088107517048,893.3044068861395
13,0,866.60372699861,1042.702724174735
13,1,827.4190760863604,889.0641072085347
14,0,864.8723417868931,1048.5884390565573
15,0,863.1798894481163,1053.9402677830633
16,1,837.0280619546071,870.5614676757548
17,1,838.7639049567214,872.0814495469139
18,0,868.4885847365625,1054.333497030123
18,1,838.4897801162851,875.3417019496853
19,0,870.6270092086797,1052.8783706858508
19,1,836.509343547887,879.7853408124615
20,0,871.8445949588366,1052.8966082998265
20,1,835.267572030379,879.6862673738162
21,1,834.6849069197772,877.7598646392203
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,None,None,None
44,None,None,None
45,None,None,None
46,None,None,None
47,None,None,None
48,0,401.31852917991847,1561.227034064878
49,None,None,None
50,None,None,None
51,0,428.6550722597119,1547.6583556390376
52,0,428.5725719546485,1548.6866838054698
52,1,372.6432150933815,1425.946861377354
53,None,None,None
54,None,None,None
55,0,411.83081184007693,1556.1803332022018
55,1,357.4415186641396,1437.914155952098
56,0,411.5086437706157,1554.6271074320703
56,1,357.8389448268063,1439.7035181830327
57,0,414.7075270747708,1552.5760472894715
57,1,360.4826549866389,1440.8726528496359
58,0,417.78300314173345,1550.8123175373044
58,1,363.1533128566961,1440.3203389505666
59,0,420.0992052132225,1549.8076861909433
59,1,364.92447775008577,1437.853259331906
60,0,421.1560031516691,1548.9956251195208
60,1,365.70722907211467,1436.6366017256094
61,0,420.78047207636,1548.679493824958
61,1,365.49037478866205,1436.0054992618054
62,0,420.52796749844134,1548.7917292191419
62,1,364.95999269213854,1435.2739549986059
63,0,421.3536062449805,1548.6979834969677
63,1,365.4456492655111,1435.4366597877995
64,0,422.1820985204656,1548.5655901010616
64,1,366.46889340822,1436.221663843011
65,0,423.43196658819716,1548.8447489233613
65,1,367.26143647628936,1435.4583150344063
66,0,424.1879207988992,1548.7670127046297
66,1,367.9164569583598,1434.6591239294155
67,0,424.6337516699141,1548.045240129986
67,1,368.77604935804766,1434.604730565382
68,0,425.07948175901066,1548.348433389875
68,1,369.3156452853734,1435.0945650160143
69,0,424.9546359838645,1549.1015026520047
69,1,369.18289673682074,1435.8318966393529
