Frame,Tag ID,Center X,Center Y
1,0,856.8397206888914,1062.8454244168006
1,1,825.9933681250503,894.1986756154178
2,0,856.4961310617904,1064.349880424075
2,1,826.528583634265,893.8016357407884
3,0,855.7939133522815,1066.4233036871997
3,1,826.9009476715506,893.0350101546315
4,0,855.3382446346852,1068.9798208007828
4,1,827.3199464112172,892.6474163773909
5,0,855.8350672739327,1071.5989027165606
5,1,828.1460314140548,892.7680118627804
6,0,856.9075522562688,1073.9614441228441
6,1,828.8326901998511,893.189982990578
7,0,858.0834285184793,1076.7441025865846
7,1,829.0258820905249,894.2600278184467
8,0,859.3298679420986,1078.9248257309446
8,1,828.7426448064433,896.3149145183307
9,0,860.2443231163854,1081.053653628359
9,1,827.8144804098042,897.7980070819216
10,1,826.1693066545511,898.5805231264671
11,1,823.9954374361294,899.7101938728252
12,1,821.5316866223454,901.4514123816429
13,1,819.5537383773237,903.2822383750942
14,1,818.3924320935698,904.2150320085819
15,1,817.5170754408954,904.8535799010284
16,1,815.9151393111003,905.7734195956259
17,1,812.9290402949547,905.8236729259173
18,1,807.6096642661961,905.7026337173911
19,1,800.9151486826518,907.4502978127554
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,None,None,None
44,None,None,None
45,None,None,None
46,None,None,None
47,0,381.25760164698966,1565.4556871195296
48,0,376.5066990524696,1565.8068562200501
49,None,None,None
50,None,None,None
51,None,None,None
52,None,None,None
53,0,436.4370872529058,1532.0171976301892
53,1,394.77222155975625,1436.4778283728165
54,0,436.6365670643999,1533.9295916855765
54,1,396.26121450751305,1438.264570818842
55,0,433.08846475763715,1536.4561501744413
55,1,392.9605608955344,1439.9094484462898
56,0,429.8260708694137,1538.280242635286
56,1,389.5831853203054,1438.5596086195826
57,0,429.47305455973594,1537.614501795931
57,1,388.6426034691372,1436.0785241487908
58,0,430.479006146141,1535.6938576099556
58,1,388.03131703292877,1433.3583514628983
59,0,430.79353215269117,1532.9968007628618
59,1,387.61938243308475,1431.6244253135822
60,0,429.61991653437065,1529.476288861455
60,1,387.4288879841124,1430.9833943765072
61,0,427.4754339830456,1527.9424190430225
61,1,386.47642283644586,1430.5148290470602
62,0,426.314844850935,1527.7749077130475
62,1,386.4243771695726,1429.8344276462976
63,0,425.71719014065786,1528.4633980528602
63,1,386.618053085517,1429.7283963277239
64,0,424.9691887812708,1528.294207016404
64,1,386.45222839911963,1429.3144927142437
65,0,424.66690346709674,1528.2117410364285
65,1,386.52427592678356,1428.2274508489736
66,0,424.7131456320819,1527.4789376228523
66,1,386.6036760467537,1427.166067088385
67,0,425.60017854030366,1526.5774074072683
67,1,387.23205643386433,1425.9670066407818
68,0,426.43401390053475,1524.8501711770518
68,1,387.29618689891424,1424.2999677924927
