Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,586.6044435839201,157.3295444845371,496.6825614452737,163.18403288059008,605.8042819742408,68.18054517258588,,,1
2,587.5977154291234,157.63063113244917,496.44882817650745,162.1225339143066,606.9453782197858,68.29848483181372,,,1
3,,,495.54305116545225,160.6055932079403,608.8978329365481,68.72953573189902,,,1
4,591.0346946303753,157.83413217043528,494.47300594306535,158.94591879435134,610.5045403387486,68.5488792541695,,,1
5,592.5853852870247,157.60740110668905,492.9568094449508,157.34091981144948,612.2507057204213,68.55108674963597,,,1
6,,,491.6517137235092,155.95445021365825,614.1038110162791,68.3532427012499,,,1
7,594.9261377969749,158.59605133923577,491.6228678705697,155.2634679994506,615.7309765442986,68.73919031337253,,,1
8,595.592438754558,160.07063748767342,,,617.0069813083909,69.47927920003089,,,1
9,595.7652740396284,161.29988905501853,,,617.9531518265936,70.2479384421851,473.9760074450997,74.93675727696204,1
10,,,,,618.4757133421799,71.25556663464033,,,2
11,593.9105336940767,163.64659967591567,,,618.2126031601063,71.72161534937561,,,2
12,593.506613335434,164.54756514768926,497.6223119810355,159.388816661603,,,477.0178820017618,76.47961584864359,2
13,593.3488623142732,164.76173232797606,,,618.4086648007486,71.97387474221372,,,2
14,593.7992729073663,164.79502044639162,,,618.407753661133,71.85991841071159,,,2
15,,,,,619.2245256836353,71.57808755790606,480.5487089540333,78.01822797285614,2
16,597.5978106410188,166.07763171979525,,,620.6137767129813,71.25444047336987,,,2
17,600.762194869047,166.41944712537676,,,622.2993375679138,70.88279006124048,483.8431142417169,79.4749499232415,2
18,,,,,624.7631406193966,70.19900054663925,,,2
19,608.8476085450949,165.00356747816966,,,627.8773642710041,69.15349514004413,488.2701874240897,80.4605560611189,2
20,,,,,632.1398906492806,67.99310057853577,491.22313735827936,81.47228159918485,2
21,621.231509234286,161.86865309126154,,,636.9452347586358,66.45259892518611,494.0495904904035,82.69883986293335,2
22,,,,,641.9355568458623,64.17495545719126,496.88747425542937,83.87601086867312,2
23,,,,,647.0518932524244,61.278989407465765,500.9772697517007,84.64266218994192,2
24,,,,,,,,,2
25,,,,,657.0042530285721,55.69441392205766,512.709323567006,86.92703564022229,2
26,,,,,661.8711704575983,52.5109720068006,518.6756095776126,87.2273153987477,2
27,,,561.1846215192985,172.5234234281319,,,526.1942694242935,87.27313709829288,2
28,,,572.5088281349542,171.09375583108715,,,534.3671726256193,87.35929105752939,2
29,,,583.341830385519,169.77859790646625,674.9482511882743,43.445265382345966,543.3287593420723,87.5968793826938,2
30,,,593.8516649034906,168.8891582302329,,,551.9009133676494,87.87233711424525,2
31,,,604.1998790865869,167.78464258953989,,,560.2413174485106,87.87764968718501,2
