Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,552.1203694878111,172.82463036742882,481.3185220498048,187.6191383046464,,,,,1
2,550.2560618718044,175.22784624531263,479.3902804495615,189.3858795213933,567.8963362090535,87.97786333764083,,,1
3,548.1574887791636,178.15632834161508,476.4900202336001,191.37963412911373,,,,,1
4,545.6185648478099,181.56887210706435,473.433161616769,193.77190769452545,563.8624384406297,93.6380427642341,448.0143353594721,115.48944259137122,1
5,542.8357678421403,185.5817874251532,469.6277627935562,196.3695075490198,561.7759137855302,97.3756309336226,,,1
6,,,465.6364260052422,200.06585911081132,559.5115197693292,101.26722941896035,,,1
7,537.3503117378474,194.2739756785305,461.3246267760542,203.97621617430403,557.2933551675916,105.36480329407532,436.86496833935627,123.31670329972196,1
8,534.4675199659472,198.9042773266259,457.1223844846254,208.1096278489125,554.720634722278,109.69495432790916,432.7335325749688,126.50384998427484,1
9,531.2097176604786,203.7286033440278,452.53267421650486,212.1289720053148,551.9007603792475,113.7885731956878,428.5874547773205,129.54806783478142,1
10,527.6547644000786,208.71637580506257,448.1644933382892,216.72770212279977,549.0398021038786,118.3533664615423,424.3873263283699,133.1580692112028,2
11,523.6105957559938,213.52138123082952,443.4511912347664,220.8593764857812,545.8539403147455,122.63526660539112,420.5851208174959,136.32021455793765,2
12,519.6279868056013,218.325943014048,439.03981507281895,225.3048536527949,542.6813611916409,127.2312840111543,,,2
13,515.5000061719008,222.9326825610886,434.4941809408712,229.35435559194732,539.490820876825,131.53650583081,413.1831445411026,143.1842689222696,2
14,511.4369572078929,227.87507414733705,,,536.0587172481534,136.08271221055506,409.3822146745288,146.66869384590018,2
15,,,,,532.8891328705472,140.85088455859767,405.84426972610703,150.34091504560377,2
16,503.4776107327209,238.11006823019497,,,530.0165834234535,145.73296382249012,,,2
17,499.5554965234627,243.02445682506115,,,526.9841412792495,150.72078677480684,,,2
18,495.9106248508997,248.11047190064087,412.98069915705065,251.7520986438103,524.2494826295931,155.5333798560167,396.1470586734949,161.21913361769478,2
19,492.6036388925593,253.35714816540997,,,521.7260713426334,160.4975743018453,392.8867335484324,165.09170665878187,2
20,489.2685792621389,257.74571187057506,405.33691726467447,260.3979882789476,519.1990977187171,164.99573204029195,390.002515537079,168.73478053438126,2
21,,,401.6428263262764,264.9283425022457,517.0365763938717,169.37436796317297,387.5462891222299,172.2132185784216,2
22,,,,,515.1016499197592,173.39480858450486,384.7842486720743,175.5596414605556,2
23,481.272001161107,270.8555290049749,,,513.1398886279993,177.5562345934815,382.3425115296849,178.79055771867058,2
24,479.3632406366036,275.3930131208421,,,511.7460431695041,181.8283291381996,,,2
25,,,,,510.85971490349743,186.28743191732568,378.4859915333745,185.14709265682885,2
26,477.2887378882017,283.3706052935478,,,510.0221258624775,190.82633763573585,376.8033652449319,188.1670588086002,2
27,476.56737252139766,287.53344582395846,,,509.567183847855,195.036973732876,375.7011611999969,191.00213309080516,2
28,476.573635846172,291.4149863942364,383.6699756604337,289.7838892022989,509.4576030615598,199.0607842682928,,,2
29,476.4520686645334,294.8561262581512,,,509.72221995633294,202.67721780016964,374.9659493861387,196.669809620336,2
30,477.2709661209337,297.9148838653932,,,510.4818336482786,205.6081977408029,375.9585505755824,199.28321168539424,2
31,478.6200223717492,300.72593116341545,,,511.8461913337496,208.39033393817792,376.9609874713218,201.9448387912545,2
32,480.481340858308,303.2003528958936,,,513.6566425672451,210.8267295974519,379.2173647317207,204.35621257507268,2
33,483.2384457449101,306.0340146305802,,,516.2348333220211,213.18407138146637,381.5175911100184,207.3188298070716,2
34,487.0323783992824,308.3527904171227,,,519.507023017934,215.23160844141503,384.5552271864307,210.1959582499377,2
35,491.7557796789827,310.3640541708051,,,523.3694723279748,217.11790844368883,,,2
36,497.00110562007,312.00469757713046,,,528.1158400835601,218.39449603020407,392.814089832795,215.3039376498708,2
37,503.376816710148,313.11009489056096,,,533.5683993283561,219.41074963074612,397.8467032169245,217.5412995674471,2
38,510.28968524071263,314.59758853423455,,,539.6718487989378,220.50918227753408,403.5872700796762,220.27192314527676,2
39,518.468050374165,315.99617943609604,423.7678153756968,319.2210537475502,546.3185069977782,221.42149385947076,410.0837030257828,222.99961792474613,2
40,526.7405461451935,317.306048288364,432.3659993901703,322.2055001437445,553.812810181651,222.07391157688895,417.2039932967584,225.87361968501847,2
41,536.6555783926902,318.75175731394154,441.6957677014074,325.0856169815195,562.0347120411241,222.71254481074428,425.127409728033,229.0062580449764,2
42,547.6020368298414,319.8670166002532,452.20308398223926,327.887115228873,570.8437788190677,223.1581501793479,433.867081671681,232.1008698483205,2
