Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,576.951158922594,229.0312411103937,496.3854604816712,241.1197422910929,599.4016789044491,141.8298932236536,,,1
2,576.7021753293053,229.41712683192432,495.9263722811737,240.84890038990827,599.0163926822826,142.1338659564277,,,1
3,576.4770812640552,229.96868780779815,495.66897913573615,240.54927524359348,598.3291178149391,142.77604156088813,482.8453257175675,164.79530665523862,1
4,575.9671469649875,230.49808793328177,495.5271506205093,240.4109954445225,597.6167471069837,143.30055297692374,482.3952707662039,164.9547290546718,1
5,575.6435152569418,230.93171067905237,495.5541768910344,240.4169327917264,596.7677791111039,143.77308710580044,,,1
6,575.1439707840434,231.49008508986063,495.2284873934735,240.66281944529385,595.7365464504011,144.19641801916842,,,1
7,574.8997001955116,231.87232609118624,495.0446132749126,240.94227572336032,595.1011668062682,144.65490873175054,480.7772999473329,165.89857822970336,1
8,574.4477727493886,232.1301340300546,494.52918511961866,241.26417984819128,594.3775964333053,144.94572398789407,479.74148243625456,166.18762873039435,1
9,574.1079337387534,232.311027129027,493.944857979445,241.59134708922343,593.7654388932013,145.14197692732697,478.8029485839957,166.48263655115068,1
10,574.0365354595808,232.33641421951532,493.571837811449,241.8459486272616,,,477.777845110303,166.8074044280926,1
11,574.3237895788467,231.9348989667348,492.96340849310326,241.89401358724749,593.9349378010671,145.25585983859864,476.52299140144936,167.0836200452193,1
12,574.9436010865087,231.9302066486249,491.6320852130902,242.1832282624293,594.7150536935593,145.11270114440393,474.37524646866,167.93455301872538,1
13,575.7886289002347,231.6565207140253,489.86672515329167,241.96510641791872,595.618497416342,145.01344570676437,471.4502863514062,168.32480149527518,1
14,576.8157199730932,231.37889511480628,,,596.435509548861,144.81618396217786,,,1
15,578.2296185982377,230.79285512321923,,,597.5491582371542,144.4581327573207,463.5844637284363,167.43242590869036,1
16,579.5877495968325,230.43386965380492,,,598.2858887883252,144.01996430932672,457.91154595433017,167.0705679705665,1
17,579.9395297668235,230.5304821568111,,,597.6003006634074,144.62992804794277,452.3717850199933,167.11931369826073,1
18,579.3289571336737,231.9069687924648,,,596.5231553147572,146.39887363817573,447.05625381737866,167.76382511521516,1
19,577.952428126407,234.69884128522548,,,,,,,1
20,576.2367151263268,239.0806851574129,,,591.9379205928195,154.00750736084916,,,1
21,573.2952370803536,244.82788746935577,,,,,426.5579922642265,177.7388429109809,1
22,,,,,585.1813220349394,167.1266341607907,417.5775965416468,183.40658315159885,2
23,562.5036467903968,260.90697143820336,,,580.2368130828049,175.60873337674465,408.4075827395777,189.66883689095116,2
24,,,,,574.5040946256718,185.526359848478,398.8814047616052,196.82083300983925,2
25,546.4003303572772,283.0733173865179,,,567.5837209526316,196.765016311348,388.8143603891546,204.6687799692861,2
26,,,,,560.1755721806219,209.20672110969596,378.27402208651984,213.13877472946385,2
27,528.0827994165944,309.8942526404672,,,551.8903772737419,222.27953055064933,367.5038693500165,222.5967883270856,2
