Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,581.9505674766499,152.08647993024033,,,602.6488126436091,62.17590997611615,,,1
2,582.0363815817761,151.92338054044876,,,602.5070520750753,61.95966308688999,,,1
3,582.0005658445072,151.66620398599238,,,602.3341072401189,61.809179062344754,,,1
4,581.9996904613816,151.62533126264515,,,602.2301521644367,61.64439572001039,,,1
5,581.9761527108012,151.65702534517646,,,602.2358270657817,61.549124196988096,,,1
6,581.9571430627208,151.65886573793304,,,602.0693685105939,61.50852967175343,,,1
7,581.9422694501079,151.66267712005958,,,601.9970676059535,61.52402482099112,,,1
8,581.8821061355654,151.61302616793608,,,601.8880973592219,61.30738362287856,,,1
9,581.8208796035057,151.62936163235523,,,601.7920058953323,61.16060159955585,,,1
10,581.8622121604171,151.56836247035417,,,,,,,1
11,581.6348252513554,151.12744901198406,,,601.4233631377896,60.88419548461966,,,1
12,581.582196406465,150.51215610017124,,,601.4191510710431,60.50622033678092,,,1
13,581.4338830436471,150.21508194211876,,,601.7025018787946,60.25217422060759,,,1
14,581.6287787812545,149.55078642788848,,,602.8695723582221,60.01634845936519,,,1
15,,,,,605.0981021850956,59.53100128462859,,,1
16,,,,,,,,,1
17,584.820524798695,147.9608558204508,,,611.8292002350888,58.97927956027982,,,1
18,587.6373463077613,148.4651055321533,,,616.1937968843607,59.15086450274768,,,1
19,,,,,620.9029135928423,60.20688116757395,,,1
20,,,,,626.3581868448925,61.81266597004762,,,1
21,,,,,632.2765240991434,64.67441650825766,,,1
22,,,,,,,,,1
23,,,,,,,,,1
24,,,,,653.2815583440204,78.97079908131663,,,1
25,,,,,660.9342724764888,85.57152360605625,,,1
26,,,,,669.0327109348276,92.3746802183524,498.0928811187992,118.85174343279118,1
27,,,,,676.8024299206518,100.00942560064628,,,1
28,,,,,684.7150383906301,107.63242895662252,514.5675014366968,141.87396829825886,1
29,,,,,692.859088782546,115.2885985315576,523.051824903582,153.67796567915164,1
30,,,,,700.6483867510384,122.78638596056864,531.3994782746483,165.80955652356823,1
