Frame,X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,Action
1,593.5914617217009,249.7102279519065,500.99277266314135,247.0171214552292,611.3809982924606,161.77601490797372,,,1
2,593.0786636677594,249.1955268793596,500.5803940053728,246.69327712986035,611.2497922169118,161.4385713910509,,,1
3,593.307915302408,248.99374171596543,500.79751947951456,245.9033240049693,610.9273526750782,161.0997058432891,,,1
4,,,501.2970883369363,245.10912340437287,610.4867542070806,160.9585105046421,,,1
5,592.6750908584337,248.62045584058663,501.6176116333546,244.66646440235823,609.5611437044777,160.9483864020256,494.8700653643931,167.25186836077998,1
6,592.0354704027402,248.517418126403,501.9311880586052,244.4701744305996,608.4395215924249,160.74409375923213,,,1
7,591.3983922123757,248.62805545849488,502.1385796121485,244.44951615523468,607.5957431518185,160.92366126395493,495.47320833993496,166.609029150525,1
8,590.7067637871684,248.75337747702463,502.3037741123312,244.28321893395372,606.7065174432421,160.99367282872126,495.7293002493072,166.37203460324432,1
9,589.8131807496799,249.11388395732004,502.1561806396963,244.17623927689752,605.9225445181952,160.92965749692837,495.2975176282328,166.28929615665191,1
10,589.2389653413605,248.8422210842893,501.590617750807,243.51213424872344,605.2807139118934,160.91835378694006,,,1
11,588.6681489027018,248.25766345232617,500.2610767230273,242.0126684016692,605.3504966596329,160.62681358907815,492.12759741103184,165.34757738740075,1
12,589.4246943315121,247.53679340053023,497.6492353839543,239.8172345389312,606.6532862216393,160.2018506559717,488.24540078966754,164.61080914758108,1
13,590.1442606237665,246.12828280343768,493.85587609837455,237.33552849270944,608.385480851271,159.63476944529776,,,1
14,590.9231739040487,244.62003131039165,,,610.4318288979041,159.0149232572613,477.29771801334925,161.27053878109896,1
15,592.2114179551672,242.88899853364157,,,613.9799115758299,158.8620026274092,471.2955747919184,159.7268931931255,1
16,594.1750712362024,241.8070260466979,,,618.014952788507,158.5173177263417,,,1
17,,,,,621.9993442006305,158.42211157561553,461.3280263985564,159.11044370055825,1
18,601.3150327746549,241.5048871273168,,,626.1524343787675,158.74125635786766,,,2
19,604.9262033273988,241.5192038165033,,,628.8346564997252,159.28936899247302,454.4779763449243,163.6668704706127,2
20,,,,,630.8600122330885,161.2990236115847,451.70599284100194,168.85537508822648,2
21,609.8546341489401,245.9584959276823,,,631.9225539716697,164.19674257920428,448.9164705220306,175.7685685950469,2
22,,,,,632.2870876807291,167.8019979625825,446.1421935322073,183.80710510342143,2
23,,,,,632.2461472981522,172.8469568460108,443.7131016115412,192.86242683629655,2
24,,,,,,,441.8537284081067,202.59436806111805,2
25,,,,,634.3744134864027,186.30155506623092,440.56841646020087,212.67718237282511,2
26,,,,,633.8607660274328,194.65648482265425,439.4884525209086,223.00297635748825,2
27,,,,,632.8005654699421,204.1661801590813,438.0669052983929,232.92033882250408,2
28,,,,,,,435.5908834386611,241.6363225033669,2
29,,,,,632.0626832076553,225.51271676640783,432.27367918589135,248.4574287105227,2
30,,,,,,,429.8333932457919,253.1551467503712,2
31,,,,,,,428.60337768060526,256.7105652771131,2
32,,,,,629.2694039012051,261.53336888023875,427.8145256069821,260.08775631288233,2
33,,,,,627.9968546894153,273.287676434168,427.2533437785374,264.2217017650091,2
34,,,,,626.6007412812909,284.13998326419085,427.2682690108854,269.4525792588796,2
35,,,,,623.9868294948459,293.448711788673,427.2825522284215,276.2844726231363,2
36,,,,,620.3881731184462,300.8581063617893,427.9013239373458,284.2262295003684,2
37,,,,,616.6392542687275,307.11059437978423,428.7064165300624,293.48461318599107,2
38,586.3535966683339,417.1478838540289,,,613.2655748619188,313.09483560102234,429.2062882381212,303.5412202993849,2
39,582.2619704816907,424.436377153058,,,610.912145430475,319.15977515495706,430.1287590493905,313.9767488329014,2
40,578.3208510619787,431.57167333781433,,,608.1345034544669,325.32598553559217,430.91566444756734,323.60002967757106,2
41,574.4630440564608,438.6938437621158,,,605.0845812307266,331.70578975936377,,,2
