Frame,Tag ID,Center X,Center Y
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,0,1040.9097477482726,1892.337431329669
44,0,1020.0782294036582,1884.9219965168907
45,0,1020.058218482617,1884.9174576682112
46,0,1012.1678284236639,1879.5980109367795
47,0,1003.1991879565389,1866.543204568003
48,0,1003.1879844544025,1866.5083238452544
49,0,1001.729920280207,1859.5403853636208
50,0,1004.1198947897302,1844.2988265811953
50,1,873.6447562467866,1547.2557472704116
51,0,1004.0960494407784,1844.2531881702882
51,1,873.6495346414821,1547.2848372166713
52,0,1006.2776630820983,1836.536024138155
52,1,878.3735011332185,1548.9438466567196
53,0,1008.6069526998435,1819.575415258775
53,1,890.260972226656,1554.149588499124
54,0,1008.5904696606314,1819.5863294258297
54,1,890.2541227130604,1554.1201592332116
55,0,1009.1587410564825,1811.9848928955025
56,0,1007.71477394099,1800.0919171716246
57,0,1007.6925225446626,1800.1214817944633
58,0,1006.4479626261094,1797.0909563674838
59,0,1004.7949591694465,1793.8444681252618
60,0,1004.789380811744,1793.836894271275
61,0,1004.7523660494651,1793.1572265900134
62,0,1003.9502910760438,1790.3205935024494
63,0,1003.940502366751,1790.356577349712
64,0,1003.7442255741587,1788.7207163865414
65,0,1003.596956956686,1787.4872847447973
66,0,1003.602583204101,1787.4833662372355
67,0,1003.3145504755031,1787.353685281716
68,0,1004.9710749679292,1788.6793557449228
69,0,1004.9664154212588,1788.6673877396145
69,1,915.7009261398404,1557.2586383582286
70,0,1006.1568541520625,1788.971005607674
70,1,916.1854169644726,1557.8473300514167
71,0,1007.0615380175061,1789.2388030498212
72,0,1007.1112254348546,1789.248692287622
72,1,916.606272222473,1559.5832568817461
73,0,1007.153470540217,1789.0178234581797
73,1,917.1531044770686,1559.646906696531
74,0,1007.1157370748138,1789.0768225984054
74,1,918.2434737443331,1560.7536532100312
75,0,1007.1457936177649,1789.1271329665522
75,1,918.1901656169055,1560.7441711462711
76,0,1007.1318392060508,1789.1283066566618
76,1,918.5782022641469,1561.1208767012715
77,0,1007.1663205551729,1788.2927660277253
77,1,919.2238097477459,1561.8193401838714
78,0,1007.164529222061,1788.476274862933
78,1,919.2211176336799,1561.7900560008216
79,0,1007.3941195738062,1787.973796219247
79,1,919.6474106079603,1562.0819914861627
80,0,1007.5346815958696,1787.9761805079042
80,1,920.0742591009785,1562.8340686911333
81,0,1007.574957468128,1788.0161613965277
81,1,920.0701276425946,1562.812964479543
82,0,1007.3385624039944,1787.9091437169884
82,1,920.3556925790779,1563.2477299880088
83,0,1006.8318726592069,1787.3697433981783
83,1,920.2917960583721,1563.7273086049242
84,0,1006.8302308976745,1787.3743952633754
84,1,920.3044564675243,1563.7106795268944
85,0,1006.4790097398778,1787.7035393129652
85,1,920.2259219264974,1564.009932796728
86,0,1005.3921058370513,1787.568178909847
86,1,919.8806478996422,1564.1702943988253
87,0,1005.4203580093832,1787.528692268674
87,1,919.8701738533817,1564.2085723178288
88,0,1005.2578041793483,1787.6602105396828
88,1,919.6291810908108,1564.0693072033828
89,0,1004.6793687092671,1788.1769113238272
89,1,919.3009640435446,1564.6264078033598
90,0,1004.6523420789492,1788.182485205396
90,1,919.2845366539873,1564.649236905196
91,0,1004.4201346900124,1788.580942931029
91,1,919.1007576492109,1565.0179552311424
92,0,1004.3294632010343,1788.903485790297
92,1,919.096799701098,1565.4923665836548
93,0,1004.2878020427328,1788.9038396344422
93,1,919.1040610453473,1565.491050376069
94,0,1004.2686934824432,1789.339813746621
94,1,919.0110784081857,1565.8953764606222
95,0,1003.9780650189904,1789.573881889571
95,1,918.9250624629406,1566.2607801881484
96,0,1003.9760479848893,1789.6122023118464
96,1,918.9669863922283,1566.2445189981484
97,0,1003.911180029206,1789.9138364013274
97,1,918.917174090822,1566.4553010203526
98,0,1004.1314630464444,1789.9205861871944
98,1,918.9838485768515,1566.8097432045506
99,0,1004.1174231400989,1789.9216214913097
99,1,919.0030870605827,1566.8242047605022
100,0,1004.1369864309556,1789.8075789580375
100,1,919.0856608975496,1566.7566054896263
101,0,1004.3461089885702,1790.0368844331822
101,1,919.513434938456,1566.6508572781056
102,0,1004.3314196840371,1790.0327383465747
102,1,919.4944014709896,1566.6396134913218
103,0,1004.3110589115681,1789.8060472338072
103,1,919.525662450646,1566.4983600689332
104,0,1004.4990118541249,1789.4067699880097
104,1,920.0736743700477,1566.4638556126524
105,0,1004.5015021973837,1789.4007944528967
105,1,920.0406863055724,1566.4943190319182
106,0,1004.3660836729999,1789.010955477263
106,1,920.417414594029,1566.6665104173787
107,0,1004.4366977723156,1788.0012939124647
107,1,921.0573584359441,1566.8615359884725
108,0,1004.4587998226659,1787.987258779741
108,1,921.0204473118907,1566.8381025604383
109,0,1004.2826207505167,1787.8127387027082
109,1,921.2913073205508,1566.9417328397135
110,0,1003.9599355338363,1787.6072611059735
110,1,921.3877136486094,1566.8434332302677
111,0,1003.9139774364403,1787.569608427464
111,1,921.4054432271394,1566.8446984784196
112,0,1004.0085153599775,1787.2877469268735
112,1,921.4935715363903,1566.6573718280927
113,0,1004.0866592363911,1786.9630433743068
113,1,921.5105179112196,1566.4136561782607
114,0,1004.0315984865374,1786.931671274376
114,1,921.4952971144268,1566.4436808669532
115,0,1004.3352698504199,1786.615075281938
115,1,921.3209679806837,1566.235497099389
116,0,1004.6505147552658,1786.2295391943655
116,1,921.4996401804036,1565.74668246783
117,0,1004.6505147552658,1786.2295391943655
117,1,921.5077648637787,1565.745227431156
118,0,1004.9170373129391,1786.5113859235184
118,1,921.6452728530647,1565.499470545089
119,0,1005.7265271939992,1786.1138996057903
119,1,921.8816324636259,1565.014839714885
120,0,1005.7409504220645,1786.1620332341822
120,1,921.8816324636259,1565.014839714885
121,0,1005.9041891023576,1786.2568037273272
121,1,921.9978371290941,1565.1461804608632
122,0,1006.489365258819,1785.6924403449782
122,1,922.0875760431052,1564.7488393454262
123,0,1006.4788932939806,1785.7528813564847
123,1,922.0859471764037,1564.7243984770041
124,0,1006.5513194325339,1785.572705941785
124,1,922.1824301833482,1564.6732634680586
125,0,1006.8776355768041,1785.6247121569377
125,1,922.3344686498434,1564.313250530719
126,0,1006.8848779463966,1785.4909849073053
126,1,922.3276258328401,1564.378747921052
127,0,1007.1340797579796,1785.1717785075018
127,1,922.4088083884009,1563.834856276479
128,0,1007.2259882710814,1784.7689007955232
128,1,922.6245951033163,1563.31376012475
129,0,1007.2070819263062,1784.7003244843447
129,1,922.6164328031127,1563.3235084873534
130,0,1007.0761357387516,1784.5563797291595
130,1,922.4324251127831,1563.155060535072
131,0,1007.0521487392049,1783.539045680532
131,1,922.2137467613956,1562.460489138896
132,0,1007.0240109034697,1783.507899542395
132,1,922.2090543244284,1562.4726296677661
133,0,1007.0507291333465,1783.3581787366516
133,1,922.1375206844984,1562.299988586783
134,0,1007.2734964548523,1783.1286567887817
134,1,922.4785749057204,1562.0596453795483
135,0,1007.2998750132924,1783.0877132069927
135,1,922.4669838874094,1562.0459591738334
136,0,1007.4321552099375,1782.9470553041676
136,1,922.6726135961319,1562.002214468292
137,0,1007.5525751814465,1782.498604274423
137,1,923.0390565715454,1561.7686765616086
138,0,1007.5614233520024,1782.4875161643383
138,1,923.0233151578115,1561.7581268476454
139,0,1008.0069137431033,1782.504490195308
139,1,923.5902601889143,1561.4889220474965
