Frame,Tag ID,Center X,Center Y
1,0,1952.4755267289354,2453.4890269983935
1,1,2015.7493901678156,2008.9986566714279
2,0,1952.3482258458962,2455.439715468527
2,1,2015.944410912293,2009.6960257219791
3,0,1951.8313010093552,2456.6550526709516
3,1,2015.9828833132542,2010.8771780521884
4,0,1951.9885108139738,2458.0229012799145
4,1,2016.5744379369123,2012.5716263033964
5,0,1952.4169363615047,2459.4074057116454
5,1,2017.540621655656,2013.9591125296024
6,0,1952.222520228176,2460.097784818622
6,1,2018.1055860783827,2015.2696418559985
7,0,1951.8684209334228,2460.82041669492
7,1,2018.5045925665033,2016.315626812362
8,0,1951.7453532972838,2461.7103200735455
8,1,2018.7593110534735,2017.0628575740686
9,0,1952.09091378055,2461.9274243547657
9,1,2019.4855558459692,2017.723418242553
10,0,1952.7024122082275,2461.93317111444
10,1,2019.9738235228692,2017.711588092198
11,0,1953.4066130480671,2460.9652252097967
11,1,2020.4467827105423,2017.280000094616
12,0,1953.7301936328963,2460.3885850750657
12,1,2020.772486646571,2017.0002416583586
13,0,1953.6191675381165,2459.3045737134316
13,1,2020.5702439324098,2016.5121566559012
14,0,1953.5988076926349,2458.4367958384173
14,1,2020.1941130353046,2016.160130044168
15,0,1953.1371093958592,2457.662182235109
15,1,2019.921196035997,2015.9523525786485
16,0,1952.454546822211,2456.4103782248835
16,1,2019.7872662412549,2015.6020818285756
17,0,1951.2667762864783,2455.7172882785744
17,1,2019.1788303347964,2015.2779259470822
18,0,1950.491855372443,2455.2358007588073
18,1,2018.7650283720839,2014.6968345070454
19,0,1950.1794109217292,2455.0500309041327
19,1,2018.3773933749767,2014.6341445475364
20,0,1950.2655393913808,2454.6189289242084
20,1,2018.3725908703534,2014.8456744769999
21,0,1950.4855448921278,2454.3282092762415
21,1,2018.2546488852818,2015.1228014410428
22,0,1950.3997741912967,2454.039561785998
22,1,2018.0761870205154,2015.226606494111
23,0,1950.7227000069115,2453.396576578045
23,1,2018.1359949779442,2015.0022486452929
24,0,1950.535029345848,2452.8592599396625
24,1,2017.9728482370765,2014.948181600755
25,0,1950.648410782018,2452.2945083525806
25,1,2017.8018418964425,2014.7883075054303
26,0,1951.0516623826322,2452.202677971006
26,1,2017.962244843419,2014.7341175567624
27,0,1951.4030274518943,2451.8940257462614
27,1,2018.0654224449086,2014.6045335138454
28,0,1952.347311016519,2451.0151843225976
28,1,2018.3594786938174,2014.5510484135764
29,0,1953.7439338592817,2449.961483330701
29,1,2019.1145476964748,2014.4485170758862
30,0,1955.3229180120782,2448.538936947328
30,1,2020.2945832143062,2015.0012500224486
