Frame,Tag ID,Center X,Center Y
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,None,None,None
25,None,None,None
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,1,2102.9928591767266,1504.0669496334776
39,1,2102.9679328084703,1504.0732672565125
40,1,2089.803051026316,1495.835070965484
41,None,None,None
42,1,2057.9305609723983,1478.0660299454007
43,None,None,None
44,None,None,None
45,None,None,None
46,None,None,None
47,None,None,None
48,None,None,None
49,None,None,None
50,None,None,None
51,None,None,None
52,None,None,None
53,None,None,None
54,None,None,None
55,None,None,None
56,None,None,None
57,None,None,None
58,None,None,None
59,None,None,None
60,None,None,None
61,None,None,None
62,None,None,None
63,None,None,None
64,None,None,None
65,None,None,None
66,None,None,None
67,None,None,None
68,None,None,None
69,None,None,None
70,None,None,None
71,None,None,None
72,None,None,None
73,None,None,None
74,None,None,None
75,None,None,None
76,None,None,None
77,None,None,None
78,None,None,None
79,None,None,None
80,None,None,None
81,None,None,None
82,None,None,None
83,0,907.6973576045662,1065.9323768099853
84,0,907.7135818543155,1065.914301110786
85,0,892.5734545683092,1051.570565528856
86,0,867.6376122583781,1027.9782429161864
87,0,867.6279945020419,1027.963014752652
88,0,857.37932557348,1017.2533525315934
89,0,840.9425584798167,996.948849838733
90,0,840.9491119880419,997.031592661956
91,0,834.8495711916496,986.2137956138163
92,0,829.5467063077982,965.9360454265917
93,0,829.5467063077982,965.9360454265917
94,1,732.3060385533996,576.8630004863755
95,1,732.8701997955701,585.3253318382077
96,1,732.8701997955701,585.3253318382077
97,1,734.6414592705818,583.9762717558928
98,1,732.4454440639616,582.1818327922281
99,1,732.4453896887004,582.1950413369373
100,1,731.5674194271837,582.8479548305561
101,1,729.3939596462224,584.9504828139071
102,1,729.3843284121917,584.9537486572996
103,1,728.4006927115578,585.6363176690111
104,1,728.6599384664046,586.2487020827601
105,1,728.6447934472408,586.2565011040625
106,1,728.5587033107824,586.4178423611658
107,1,727.6456451787082,587.7802442941868
108,1,727.6313803542951,587.7776147085024
109,1,727.344556229163,588.038333098804
110,1,727.4443650188463,590.2009088120047
111,1,727.4443650188463,590.2009088120047
112,1,728.4154451321724,592.9908519658698
113,1,732.7455741293207,603.3830748651474
114,1,732.7455741293207,603.3830748651474
115,1,736.7172018450376,609.90738841053
116,1,755.6334773267066,627.8243198310435
117,1,755.6334773267066,627.8243198310435
118,1,768.2558442131674,637.4328886892429
119,1,786.5342954073741,652.7195787785147
120,1,786.5284418002994,652.7169192334976
121,1,792.3918382171457,657.4383774879808
122,1,803.059666867919,664.3216989286342
123,1,803.0749887211969,664.3311108153824
124,1,808.5831594431221,664.7730484213132
125,1,813.3271852516866,662.7598134005623
126,1,813.3018084775244,662.7205451320738
127,1,813.1921019228107,660.5781045293929
128,1,813.4015939904232,657.2344355879728
129,1,813.4015939904232,657.2344355879728
130,1,813.7104478443238,656.7895223693536
