Frame,Tag ID,Center X,Center Y
1,0,1994.9784277650917,2469.030758584464
1,1,2039.8330455087807,2064.149703011442
2,0,1995.4665969811654,2468.8349019126535
2,1,2040.3582196430655,2063.624694046834
3,0,1995.4759947640673,2468.776244941463
3,1,2040.3788166618895,2063.6020567401383
4,0,1995.9461792383076,2468.4458109566735
4,1,2040.9018846182184,2063.066329779916
5,0,1997.11982819048,2467.7711375479207
5,1,2041.7756886009192,2062.6811484590107
6,0,1997.1256195837484,2467.777404441954
6,1,2041.7529251425826,2062.6957158031673
7,0,1997.370108814737,2467.5529642214387
7,1,2042.55695320954,2062.265147156705
8,0,1998.0095520862988,2467.417657290393
8,1,2042.8015570858918,2062.0350493568903
9,0,1998.0075333269224,2467.414568829167
9,1,2042.749146114141,2062.0068981056206
10,0,1998.3271482640364,2467.4584159972414
10,1,2043.0643818254005,2062.006990706752
11,0,1998.9351415579993,2468.3509565923455
11,1,2043.8328011300011,2061.0452747406885
12,0,1998.930919778246,2468.335063295325
12,1,2043.8737963485294,2061.045964956945
13,0,1999.0925814004772,2470.1052946045093
13,1,2044.3165569916653,2060.4333191744286
14,0,2001.7226405641647,2475.1948108668516
14,1,2046.1484004772813,2058.894574153975
15,0,2001.6950036452654,2475.1742167490406
15,1,2046.160348680905,2058.785093060331
16,0,2004.0131031532612,2476.7642847337193
16,1,2046.938424875403,2058.461279993889
17,0,2005.0351171896968,2480.295325347647
17,1,2049.050275901003,2057.9370678705077
18,0,2004.9851163628243,2480.3189299946566
18,1,2049.0578506113457,2057.8976427082644
19,0,2003.9987900158274,2482.1501688502126
19,1,2049.7765383849683,2057.4124552460626
20,0,2002.2260718896212,2481.664270230304
20,1,2051.987349134942,2054.9842408339355
21,0,2002.2407411583608,2481.6383476159863
21,1,2051.980599427302,2054.9590148744096
22,0,2002.2345278470273,2479.475040029728
22,1,2053.7346809989845,2052.677528545728
23,0,2000.4442706423663,2474.7425039377245
23,1,2058.6646165084026,2044.3336535803892
24,0,2000.4442706423663,2474.7425039377245
24,1,2058.6605012949753,2044.3278890781876
25,0,1998.6824540999369,2472.3829308351906
25,1,2060.4195231784456,2040.648482451454
26,1,2063.573938980582,2032.8589132551856
27,1,2063.632111789582,2032.8232753460027
28,0,1992.0204642825638,2462.4614387576135
28,1,2065.813269468839,2028.1772677166355
29,1,2069.5623434781087,2018.7214427086076
30,1,2069.594995442082,2018.7095593015092
31,1,2070.5940204912613,2014.9050804146602
32,1,2069.4230737143803,2009.0588623404649
33,1,2069.4219667293223,2009.0439796301744
34,1,2068.814397183219,2006.1397629472317
35,1,2063.1141337802565,2000.8996366472898
36,1,2063.150995336814,2000.8793103179141
37,1,2058.3584060929497,1999.4306073142482
38,1,2043.8858073311512,1998.0774532055052
39,1,2043.8734667420172,1998.0662052047535
40,1,2034.707823573173,1998.1840543602746
41,1,2011.034776947607,1999.2124073045295
42,1,2011.0320252101353,1999.172657748458
43,1,1996.6794980597706,2001.4715720573286
44,1,1960.218522411013,2010.3893739594669
45,1,1960.213039855602,2010.3901453800383
46,1,1938.003923441916,2016.6623219771752
47,None,None,None
48,None,None,None
49,None,None,None
50,None,None,None
51,None,None,None
52,None,None,None
53,None,None,None
54,None,None,None
55,None,None,None
56,None,None,None
57,None,None,None
58,None,None,None
59,None,None,None
60,None,None,None
61,None,None,None
62,None,None,None
63,None,None,None
64,None,None,None
65,None,None,None
66,None,None,None
67,None,None,None
68,None,None,None
69,None,None,None
70,None,None,None
71,None,None,None
72,None,None,None
73,None,None,None
74,None,None,None
75,None,None,None
76,None,None,None
77,None,None,None
78,None,None,None
79,None,None,None
80,None,None,None
81,None,None,None
82,None,None,None
83,1,828.5807135287455,2856.2374132868445
84,1,828.5769368499543,2856.3255211165188
85,1,813.256670742079,2866.3656204382705
86,1,785.0544789451454,2883.6939741528336
87,1,785.0636767609157,2883.6410000752608
88,1,772.586279364481,2891.4261688010033
89,1,750.7448165577592,2903.810441026365
90,1,750.7487971328126,2903.7818640556075
91,1,741.0864070217963,2908.2957326821947
92,1,725.3805806512833,2915.052478396544
93,1,725.4401695690178,2915.0881264865084
94,1,718.87967425579,2917.950288632133
95,1,708.8078003615402,2920.4652257939065
96,1,708.8097972317631,2920.4888856738917
97,1,704.8543264053359,2919.9737925123113
98,1,700.300941493175,2918.2405918115437
99,1,700.3377266770548,2918.1450163271843
100,1,700.0973645982265,2915.9857945678164
101,1,704.7821407076498,2907.0588399576295
102,1,704.7548852140357,2907.0323537300865
103,1,708.8344307166941,2902.0080922371567
