Frame,Tag ID,Center X,Center Y
1,None,None,None
2,None,None,None
3,None,None,None
4,None,None,None
5,None,None,None
6,None,None,None
7,None,None,None
8,None,None,None
9,None,None,None
10,None,None,None
11,None,None,None
12,None,None,None
13,None,None,None
14,None,None,None
15,None,None,None
16,None,None,None
17,None,None,None
18,None,None,None
19,None,None,None
20,None,None,None
21,None,None,None
22,None,None,None
23,None,None,None
24,1,2103.3504559398048,1669.8562521023687
25,1,2083.1719807695376,1677.305236660397
26,None,None,None
27,None,None,None
28,None,None,None
29,None,None,None
30,None,None,None
31,None,None,None
32,None,None,None
33,None,None,None
34,None,None,None
35,None,None,None
36,None,None,None
37,None,None,None
38,None,None,None
39,None,None,None
40,None,None,None
41,None,None,None
42,None,None,None
43,None,None,None
44,None,None,None
45,None,None,None
46,None,None,None
47,None,None,None
48,None,None,None
49,None,None,None
50,None,None,None
51,None,None,None
52,None,None,None
53,None,None,None
54,None,None,None
55,None,None,None
56,None,None,None
57,None,None,None
58,None,None,None
59,None,None,None
60,None,None,None
61,None,None,None
62,None,None,None
63,None,None,None
64,None,None,None
65,None,None,None
66,None,None,None
67,None,None,None
68,1,951.4781164571364,2557.9324670928727
69,None,None,None
70,None,None,None
71,None,None,None
72,0,1153.5392651287405,2923.6984942978656
73,0,1139.5955606212788,2930.201741483805
74,0,1128.1895713769288,2935.771245637895
75,0,1119.068580217776,2939.499945456142
75,1,868.0218957674888,2651.4142097400127
76,0,1111.0664556593445,2939.609645205514
76,1,864.2868147567207,2662.875503886344
77,0,1105.530021262396,2934.1145621074406
77,1,864.6895643663833,2673.767341018707
78,0,1105.2983829410573,2929.441069440598
78,1,869.6896391708937,2682.9433867852617
79,0,1108.989111290244,2927.2643793181314
79,1,879.0653024735451,2690.938333831105
80,0,1114.5490921471585,2924.6272777014988
80,1,893.4094188303277,2696.659314579432
81,0,1119.1339229908858,2918.803211062586
82,0,1125.392843739331,2914.839042718828
82,1,909.5333769750858,2677.0354194947
83,0,1129.0999668025263,2911.977435792312
83,1,912.3813839275398,2664.93027315958
84,0,1130.8671774126137,2909.9533627162627
84,1,914.7071806591506,2656.160499363964
85,0,1131.3283023823478,2909.6196670124673
85,1,917.7498443810794,2652.4773297479633
86,0,1131.7541838847148,2912.130628084427
86,1,918.9311491608119,2652.197013581143
87,0,1129.9108294924827,2916.03541077879
87,1,919.3285276304235,2652.17261166772
88,0,1127.0467038467748,2922.075372033724
88,1,919.1320554040487,2653.4470831349972
89,1,918.6488684459464,2655.4902808562083
90,0,1121.3328379920715,2933.6359359089106
90,1,917.7734245689885,2657.883053541542
91,0,1118.7150511992122,2937.7679341142416
91,1,916.9114550465777,2660.776724588629
92,0,1117.4865241664625,2939.997380896275
92,1,917.0027970147951,2663.1190293004947
93,0,1116.8317850131134,2940.218018598495
93,1,917.1134094226472,2664.830322271934
94,0,1116.2915392155992,2940.0828027374823
94,1,916.9578569004614,2665.3129974028952
95,0,1116.223561788111,2939.223947454829
95,1,916.4787963050977,2665.285527106344
96,0,1116.7242126207007,2937.605177737693
96,1,916.1768253047162,2665.124695928137
97,0,1116.8788298143259,2936.67158345639
97,1,915.4924908585656,2665.1543769867394
98,0,1116.1624354652922,2936.1978863774866
98,1,914.0882920458462,2664.9102256166107
99,0,1115.5018820656717,2935.666726555012
99,1,912.6993831336897,2664.6109167325776
100,0,1114.524120279814,2935.243806895904
100,1,911.6341896547297,2664.1678313924704
101,0,1113.4114194721958,2934.0727855404284
101,1,910.1809494774824,2664.2517910037086
102,0,1112.8332916025665,2933.1017923954255
102,1,909.6340328726556,2664.2092880207515
103,0,1111.9316835510099,2932.681106499869
103,1,909.097716942087,2663.959332561609
104,0,1111.2436787748063,2931.590931092132
104,1,909.1116448436082,2663.759717975006
105,0,1110.7203335362262,2930.7224352491794
105,1,908.9205850700387,2663.4153737371375
106,0,1110.3353152716559,2929.5649656637183
106,1,908.8467606523989,2663.2102950039052
107,0,1110.085655718682,2927.757208264747
107,1,908.9980244799212,2662.9314374193577
108,0,1110.2994167922852,2926.3848487082573
108,1,908.87389147505,2662.6514354425544
109,0,1110.3350708769299,2924.74692046004
109,1,908.7406149973251,2662.2411923537215
110,0,1110.0768515576508,2923.8487276190176
110,1,908.5274707166285,2661.563952512392
111,0,1110.033189618108,2923.1773684285745
111,1,908.3519271030564,2660.5890163923636
112,0,1109.0869213813262,2922.4484946697794
112,1,907.7335842365013,2660.038045905158
113,0,1108.2964458669705,2921.412232255596
113,1,907.2924080651868,2659.1032982700654
114,0,1108.1533025100312,2920.7816917146315
114,1,907.3040312558455,2658.753866552809
115,0,1107.6979829412662,2919.534972690984
115,1,907.7406279226545,2658.2151254777914
116,0,1107.617290886267,2918.5611219191733
116,1,908.2588099975633,2657.965836056017
117,0,1107.9014059282629,2917.3503160316936
117,1,908.393263857854,2657.2579540547467
118,0,1108.0761586751682,2916.6016494331852
118,1,908.1982811442987,2657.239304425844
119,0,1108.469117005209,2916.0057347242296
119,1,907.8927754409651,2657.1334245714866
120,0,1108.9376291669703,2914.4000712479647
120,1,907.718620331248,2657.0173906466084
121,0,1109.6029107301285,2912.413586458898
121,1,907.8506839647858,2656.58383607032
122,0,1110.0110421650456,2910.2213663557304
122,1,907.3714633231914,2655.881114275442
123,0,1109.9965966396655,2908.094285263006
123,1,906.8574739064856,2655.105566470377
124,0,1109.803584968887,2907.03818669839
124,1,905.9785463480672,2655.1083998126655
125,0,1109.1552520435578,2906.3666348692814
125,1,905.4585928589172,2654.7779523351956
126,0,1109.4382942524685,2905.9425419572804
126,1,905.0856072210047,2654.6133331484984
127,0,1109.3977778955866,2905.7224410425138
127,1,904.5334821998578,2654.358266027035
128,0,1109.445058933673,2904.515057245209
128,1,904.0459652738765,2653.9828367116547
129,1,903.4307740447396,2653.8598716286165
130,1,902.5338773518866,2653.424962467956
131,0,1112.6666770867366,2897.959070019862
131,1,902.0271737285377,2653.366115009115
132,0,1115.2397875635006,2895.0008004739143
132,1,901.7637880416904,2653.217815155288
133,0,1117.4968180083733,2893.278643814643
133,1,901.7171164221425,2653.0636003175296
134,0,1119.2392450744246,2892.130496962771
134,1,902.1113144697708,2652.959492139254
135,0,1119.2360991660069,2892.125966893589
135,1,902.1262729385159,2652.9359695915873
