Frame,Tag ID,Center X,Center Y
1,0,1984.32184186228,2447.6023071089144
1,1,2055.3860273866208,2063.744943509051
2,0,1984.5904818647275,2447.1272358356623
2,1,2055.7149248360147,2063.276948240716
3,0,1984.6158951761122,2447.1112889951387
3,1,2055.716161017767,2063.3472045128365
4,0,1984.864335995433,2447.1669717470586
4,1,2055.9668665177887,2063.467711268691
5,0,1984.8291779290355,2447.021681558139
5,1,2056.0729174475996,2063.2818576640652
6,0,1984.8394227877834,2447.0144245846113
6,1,2056.071473974345,2063.274455348681
7,0,1984.8574141945805,2446.424236672111
7,1,2056.2926606515925,2063.1109881491093
8,0,1985.0908540525172,2445.922596524001
8,1,2056.292822379633,2062.337620140952
9,0,1985.0790960715995,2445.9985830791293
9,1,2056.26827583352,2062.4030782320133
10,0,1985.1947415245738,2445.638058298472
10,1,2056.4828152231353,2062.1276350609915
11,0,1985.3078304634962,2444.4995830581565
11,1,2056.5907591735768,2061.626300167074
12,0,1985.2793975772142,2444.5938796901974
12,1,2056.5656955280688,2061.6599578015143
13,0,1985.4637412512545,2444.1356824160985
13,1,2057.032174374958,2061.1981270952742
14,0,1985.7453847237653,2443.019334735605
14,1,2057.0899369813633,2060.7199475226957
15,0,1985.758196841886,2443.0029141692785
15,1,2057.0500509719145,2060.7057350049263
16,0,1985.6324787186113,2442.74114272211
16,1,2056.8897312651006,2060.40311625927
17,0,1985.5285857626234,2441.405699989143
17,1,2056.894676402384,2060.108764907097
18,0,1985.5142351885588,2441.423206238761
18,1,2056.86026434599,2060.0536286216293
19,0,1984.9025801498578,2440.8576200580537
19,1,2056.536118658193,2059.91303370511
20,0,1984.4170726683155,2439.214961940819
20,1,2056.0134997518967,2059.1362766539537
21,0,1984.402305068498,2439.23297610861
21,1,2056.0237813430067,2059.1552167030122
22,0,1984.265675335232,2438.9629011291195
22,1,2056.0143762111366,2059.0160395557523
23,0,1984.0397555270313,2438.332967569484
23,1,2055.8454778814066,2059.092671226278
24,0,1983.9755819585782,2438.4388562730373
